post_id,content_type,caption_length,post_day_of_week,post_hour,post_day,post_month,post_year,follower_count,hashtag_count,is_verified,is_paid_partnership,hashtags,like_count,comment_count,engagement_rate,dataset,hashtag_type_mix,time_block,is_weekend
3618643625904126937,Carousel,414,Friday,15,25,4,2025,7316,30,False,False,"['lookoftheday', 'beyourownkindofbeautiful', 'sareelove', 'sareedraping', 'sareelovers', 'summertime', 'summerlook', 'love', 'feelings', 'fridayfeels', 'bengali', 'bonglook', 'summervibes', 'bengalisaree', 'bonggirl', 'fitnessmotivation', 'fitnessmodel', 'picoftheday', 'photooftheday', 'instalook', 'instapic', 'instaphoto', 'instadaily', 'instalove', 'fyp', 'explore', 'happymood', 'happysoul', 'loveyou', 'selfobsessed']",73,22,0.012983463167965012,DS2,mixed,afternoon,False
3535890997337541808,Reel,87,Wednesday,11,1,1,2025,2895303,1,True,False,['myforeverlove'],73,61,4.6281841215982844e-05,DS2,niche_only,morning,False
3572212821921480862,Image,247,Thursday,14,20,2,2025,61433,0,False,False,[],5,0,8.138815639548132e-05,DS2,none,afternoon,False
3656976255434176458,Image,2,Tuesday,13,17,6,2025,14724,0,False,False,[],73,0,0.0049575551782682515,DS2,none,afternoon,False
3349612998995770036,Image,186,Friday,11,19,4,2024,78950848,1,True,True,"['risingstars,']",119746,1803,0.0015395527918895464,DS2,niche_only,morning,False
3716140198204868197,Image,20,Sunday,4,7,9,2025,80443,0,True,False,[],32,0,0.0003977922529958729,DS2,none,night,True
2860239028806808177,Carousel,43,Tuesday,6,14,6,2022,29100,2,False,False,"['kanemotoyoshinori', 'yoshi']",73,0,0.0025085048623758634,DS2,niche_only,morning,False
3554617783013381168,Video,688,Monday,7,27,1,2025,2074,9,False,False,"['beautyclinic', 'skincare', 'beauty', 'medicalspa', 'australia', 'skincareroutine', 'skincareproducts', 'aesthetics', 'healthyskin']",9,1,0.004819277108433735,DS2,niche_only,morning,False
3599247891949240017,Image,771,Saturday,21,29,3,2025,58690,4,False,False,"['primeirapagina', 'matogrosso', 'temporal', 'previsaodotempo']",245,2,0.004208481709291033,DS2,niche_only,evening,True
3382055502618341834,Image,322,Monday,5,3,6,2024,414,29,False,False,"['uñas', 'uñasacrilicas', 'uñassemipermanentes', 'nails', 'ilove', 'uñas', 'acrilico', 'foil', 'nudenails💅', 'nailsalon', 'design', 'color', '💅', 'rojo', 'cover', 'hashtag', 'acrylicnails', 'intagram', 'tiktok', 'facebook', 'cover', 'pink', 'fullset😱💅🏿🙌', 'manoalzadauñas', 'super', 'enamorada', '🤍', 'coquette', 'iloveyou', 'ilovenails', 'lasamo']",2,0,0.004819277108433735,DS2,mixed,night,False
3612601786067964063,Carousel,1128,Thursday,7,17,4,2025,65662,3,False,False,"['20ปีดีเจริญยนต์', 'ดีเจริญยนต์', '20ปีdbigbike', 'dbigbike']",122,0,0.001857971764920884,DS2,niche_only,morning,False
3459677810376253492,Image,319,Wednesday,7,18,9,2024,600,26,False,False,"['landscape', 'landscapephotography', 'landscape_lovers', 'travelphotography', 'travel', 'travelblogger', 'travelgram', 'travelling', 'dji', 'djimavicpro', 'nature', 'natgeo', 'natgeotravel', 'aerial', 'aerialphotography', 'india', 'karnatakatourism', 'karnataka', 'village', 'villagelife', 'photo', 'photooftheday', 'blogger', 'cinematography', 'film', 'filmphotography']",13,1,0.02329450915141431,DS2,niche_only,morning,False
3197641061979702821,Image,1441,Friday,18,22,9,2023,18752,0,False,False,[],73,9,0.004372633711939423,DS2,none,evening,False
3656913454639495140,Image,552,Tuesday,11,17,6,2025,39717,8,False,False,"['raconsde_barcelona', 'rdb_silesdionisio', 'raconsde_catalunya', 'raconsde_detalls', 'barcelona', 'montjuïc', 'tower', 'moon']",160,3,0.0041039327257163,DS2,niche_only,morning,False
3577381202297916744,Image,0,Thursday,17,27,2,2025,19307,0,False,False,[],12,0,0.0006215040397762585,DS2,none,afternoon,False
2659833283085138499,Image,613,Friday,18,10,9,2021,234259,0,True,False,[],145,10,0.0006616579868522155,DS2,none,evening,False
3640215857109148841,Image,51,Sunday,10,25,5,2025,15012,0,False,False,[],18,0,0.0011989609005528543,DS2,none,morning,True
3278045609783114592,Video,38,Thursday,17,11,1,2024,959949,0,True,False,[],26322,204,0.027632689202562632,DS2,none,afternoon,False
3610986786832746589,Carousel,17,Tuesday,2,15,4,2025,10739,0,False,False,[],84,8,0.00856610800744879,DS2,none,night,False
3443901333131396824,Image,660,Tuesday,13,27,8,2024,10092,3,True,False,"['भारत', 'india', 'mongolia', 'chess']",16,0,0.0015852571088873476,DS2,niche_only,afternoon,False
3063411786586273885,Image,293,Tuesday,13,21,3,2023,667,22,False,False,"['agapanthus', 'agapanthus', 'africanlily', 'agapanthusafricanus', 'lilyofthenile', 'africanlily', 'アガパンサス', 'instagood', 'instapic', 'nature', 'naturepics', 'natureshot', 'naturelovers', 'naturephotography', 'plants', 'flower', 'flowers', 'flowerstagram', 'flowerpic', 'flowerpics', 'flowerphotography', 'macro', 'macro_vision']",6,0,0.008982035928143712,DS2,mixed,afternoon,False
3656167222252687896,Carousel,1027,Monday,11,16,6,2025,12060,12,False,False,"['imersãogalaxy', 'marcelsalaverry', 'mentorgalaxy', 'comercialsolar', 'timedevendas', 'mercadosolar', 'energiarenovável', 'solarz', 'gestãocomercial', 'liderançaemvendas', 'ecossistemasolar', 'crescimentoestratégico']",44,5,0.004062681369704005,DS2,niche_only,morning,False
3548230688433897183,Image,402,Saturday,12,18,1,2025,182618,4,False,False,"['bgpu', 'บีจีปทุมยูไนเต็ด', 'bgpathumunited', 'singhachiangraiunited', 'สิงห์เชียงรายยูไนเต็ด', 'บอลไทย', 'ฟุตบอลไทย', 'ไทยลีก', 'thaileague']",324,0,0.0017741855995268838,DS2,niche_only,afternoon,True
3642892249227566767,Video,0,Thursday,2,29,5,2025,398,0,False,False,[],4,0,0.010025062656641603,DS2,none,night,False
3487532093255467564,Carousel,1124,Saturday,18,26,10,2024,883300,0,False,False,[],1370,146,0.0017162892377570046,DS2,none,evening,True
3612001026554863664,Carousel,623,Wednesday,11,16,4,2025,18169,2,True,False,"['watch', '時計', '時計好きな人と繋がりたい', 'watchesandwonders2025']",728,0,0.04006604292790314,DS2,niche_only,morning,False
3630692466755268912,Image,3,Monday,6,12,5,2025,8568,0,False,False,[],0,0,0.0,DS2,none,morning,False
3628089289208787079,Carousel,365,Thursday,16,8,5,2025,16286,0,True,False,[],167,2,0.010376373795051267,DS2,none,afternoon,False
3604278572481009777,Image,65,Saturday,20,5,4,2025,13109,0,False,False,[],5,0,0.00038138825324180017,DS2,none,evening,True
3696222790530635662,Image,4,Sunday,16,10,8,2025,127,1,False,False,['hcu'],42,0,0.328125,DS2,niche_only,afternoon,True
3702280717337909769,Image,724,Tuesday,2,19,8,2025,4057193,2,True,False,"['folha:', 'pratodosverem:']",10021,1846,0.002924927918162158,DS2,niche_only,night,False
3714790667110713419,Carousel,0,Friday,7,5,9,2025,14159,0,False,False,[],51,0,0.0036016949152542373,DS2,none,morning,False
3441980143760520482,Carousel,310,Saturday,21,24,8,2024,684,8,False,False,"['chipotle', 'yummy', 'yummyfood', 'hungry', 'mexicanfood', 'delicious', 'delisioso', 'mexicangrill']",21,9,0.043795620437956206,DS2,niche_only,evening,True
3649697705235980090,Carousel,167,Saturday,12,7,6,2025,45190,0,False,False,[],8,0,0.00017702639906176009,DS2,none,afternoon,True
2652565609835932743,Image,85,Tuesday,17,31,8,2021,37707,0,False,False,[],362,12,0.009918319719953326,DS2,none,afternoon,False
3589659039944509073,Image,0,Sunday,15,16,3,2025,100549,0,True,False,[],5,0,4.972650422675286e-05,DS2,none,afternoon,True
3549491285728826404,Reel,376,Monday,6,20,1,2025,2311,26,False,False,"['lipstick', 'shadowsense', 'senegencedistributor', 'mysenelook', 'lipstickaddict', 'lipsticklover', 'lipgloss', 'lipstik', 'lipsensedistributor', 'beauty', 'waterproofmakeup', 'senegenceinternational', 'kissproof', 'smudgeproof', 'skincare', 'lipmatt', 'makeuptutorial', 'pinklipstick', 'bossbabe', 'cosmetics', 'lipsmatte', 'lipboss', 'powerlips', 'makeupartist', 'lipstikhalal', 'kosmetikviral']",73,0,0.03157439446366782,DS2,niche_only,morning,False
3319516347464836508,Image,313,Friday,22,8,3,2024,877,0,False,False,[],0,0,0.0,DS2,none,evening,False
3422025458692288044,Image,1,Sunday,9,28,7,2024,134737,0,True,False,[],73,2,0.0005566358414107378,DS2,none,morning,True
3541000034370530004,Image,928,Wednesday,12,8,1,2025,4237,3,False,False,"['digitalarrestscam,', 'webofcrime', 'telangana']",218,0,0.05143935818782445,DS2,niche_only,afternoon,False
3076559052220982436,Video,116,Saturday,17,8,4,2023,423613,4,True,False,"['flyonthewall', 'trump', 'snl', 'comedy']",812,34,0.0019971011345234105,DS2,niche_only,afternoon,True
2840603527000403536,Reel,22,Wednesday,3,18,5,2022,274,0,False,False,[],2,0,0.007272727272727273,DS2,none,night,False
2701830150384871684,Image,252,Sunday,16,7,11,2021,226,22,False,False,"['leaf', 'leavesonlyleaves', 'leave', 'leaves🍁', 'fallenleaves', 'yellowleaf', 'ontheground', 'lyingontheground', 'folha', 'rainyday', 'rainydays', 'rainyweather', 'diadechuva', 'diadechuva☔', 'folhagens', 'amarelo', 'nature', 'colours', 'cores', 'naturaleza', 'washed', 'washedaway']",8,0,0.03524229074889868,DS2,niche_only,afternoon,True
3617533077820108648,Reel,672,Thursday,3,24,4,2025,4358343,4,True,False,"['globonews', 'jornalismo', 'notícias', 'j10']",6987,505,0.0017190015290211144,DS2,niche_only,night,False
3648529680116073468,Image,375,Thursday,21,5,6,2025,14495,11,False,False,"['lasweetchefchristine', 'sweetchristinerd💕', 'dioshacenuevastodaslascosas', 'reposteríaconpropósito', 'transformacióndulce', 'chefconpropósito', 'christinecabrallasweetchef', 'postres', 'dulce', 'chef', 'republicadominicana']",73,2,0.005173841059602649,DS2,niche_only,evening,False
3606820182701952787,Carousel,496,Wednesday,8,9,4,2025,55673,28,False,False,"['bridetobe', 'weddingstyle', 'bridestyle', 'weddingstyle', 'bridelook', 'weddingideas', 'roma', 'weddingaccessories', 'wedding', 'weddingmoments', 'weddinginspiration', 'weddingideas', 'weddinginitaly', 'weddingdetails', 'weddingshoot', 'luxurywedding', 'weddinginrome', 'weddingorganisation', 'weddingvenues', 'destinationweddingplanner', 'weddingphotography', 'weddingphotographer', 'rollsroyce', 'weddingdecorationflower', 'weddingphotography', 'destinationwedding', 'brideandgroom', 'weddinginspo']",19,2,0.0003771958185149262,DS2,niche_only,morning,False
3665775431211546921,Image,764,Sunday,16,29,6,2025,24343,10,False,False,"['oportunidade', 'desenvolvimentoprofissional', 'vagasabertas', 'recrutamento', 'contratação', 'empregado', 'estágio', 'recrutamentoeseleção', 'vagas', 'rh']",0,0,0.0,DS2,niche_only,afternoon,True
3661588380916517950,Image,524,Monday,21,23,6,2025,1479976,9,True,False,"['julian', 'atletico', 'araña', 'argentina', 'worldcup', 'mundialdeclubes', 'futbol', 'football', 'somosinvictos']",111881,1260,0.07644780966190691,DS2,niche_only,evening,False
3640746240616903628,Carousel,699,Monday,3,26,5,2025,8810,0,False,False,[],0,0,0.0,DS2,none,night,False
3729834531340515133,Image,165,Friday,1,26,9,2025,6427,2,False,False,"['meetmeatthespur', 'rustyspursaloon']",28,0,0.0043559427504667085,DS2,niche_only,night,False
3688863562346316996,Carousel,1097,Thursday,12,31,7,2025,808928,0,True,False,[],5572,191,0.00712423463616708,DS2,none,afternoon,False
3655343188441358475,Image,0,Sunday,7,15,6,2025,127895,0,False,False,[],736,39,0.00605961093388378,DS2,none,morning,True
3416914678976405050,Carousel,383,Sunday,7,21,7,2024,62,25,False,False,"['drabdulraufsadiq', 'افواج_پاکستان_زندہ_باد', 'نظام_بدلو_حالات_بدلو', 'imrankhan', 'imrankhanpti', 'zardari', 'allamaiqbal', 'pardah', 'sindh', 'بھابھی', 'kpk', 'balochistan', 'pmln', 'ppp', 'pdm', 'allah', 'police', 'markazi_anjuman_tajran', 'miansaeed', 'election2024', 'hadith', 'hadees', 'quran۔', 'freepalestine', 'کھوتی', 'کھُسرا', 'mehangai', 'bijli', 'electricity', 'billsmafia']",0,0,0.0,DS2,niche_only,morning,True
3638491737529265170,Image,245,Friday,1,23,5,2025,19895,0,False,False,[],11,0,0.0005528749497386409,DS2,none,night,False
3663211103076610200,Carousel,151,Thursday,3,26,6,2025,14750,3,False,False,"['kitaselangor', 'rumpunselangor', 'sungaiairtawardihatiku']",11,0,0.0007457121551081282,DS2,niche_only,night,False
3777173606301358866,Carousel,1072,Sunday,9,30,11,2025,12825,1,False,False,"['ハイドラパウダーブラッシュ', 'gifted', 'えんmake']",124,4,0.009979728676126618,DS2,niche_only,morning,True
3620755438377320842,Carousel,47,Monday,13,28,4,2025,51427,0,False,False,[],73,0,0.0014194602162246248,DS2,none,afternoon,False
3416837327496529969,Carousel,255,Sunday,5,21,7,2024,21411,0,False,False,[],883,28,0.042546235755651036,DS2,none,night,True
3550247533428843231,Carousel,246,Tuesday,6,21,1,2025,60,12,False,False,"['nike', 'nikemetcon', 'nikeshoes', 'sneakers', 'shoes', 'workout', 'gym', 'running', 'walking', 'casual', 'lifestyle', 'stylish']",6,0,0.09836065573770492,DS2,niche_only,morning,False
3711726716328340626,Image,263,Monday,2,1,9,2025,58997,5,True,False,"['wacoal', 'wacoalindonesia', 'pim', 'pimrumahkedua', 'rumahkedua']",4,0,6.779890843757415e-05,DS2,niche_only,night,False
2596966733723862496,Image,559,Wednesday,0,16,6,2021,94453,24,False,False,"['destination6', 'therunningbackclub®', 'runningbacksonly™️', 'runningbacks', 'rbsonly', 'training', 'hoodies', 'tshirts', 'gear', 'jukes', 'cuts', 'cleatcontrol', 'cutdevelopment', 'jumpcuts', 'stiffarm', 'speed', 'destination6', 'juco', 'highschool', 'college', 'pro', 'nfl', 'xfl', 'rbsonly.']",211,0,0.002233891629788045,DS2,niche_only,night,False
3088731258503244758,Image,968,Tuesday,12,25,4,2023,26803,16,False,False,"['lojadecalçados', 'calçados', 'lapapr', 'vempralapa', 'quitandinhapr', 'megapasso', 'megapassolapa', 'megapassoquitandinha', 'megapassofazendariogrande', 'megapassocuritiba', 'uberabacuritiba', 'curitibapr', 'cwb', 'saojosedospinhais', 'sjp', 'guatupesjp']",10,0,0.00037307864497836146,DS2,niche_only,afternoon,False
1723458772745901315,Image,439,Monday,19,26,2,2018,83,28,False,False,"['goy', 'goygold', 'goyblack', 'mvpcoalition', 'whitneyhouston', 'radiohost', 'trapbackjumpin', 'wheresshakira', 'newyork', 'goyfye', 'nojudgementzone', 'musicmanager', 'musicindustry', 'tour', 'foxtrapradio', 'picoftheday', 'grinderoftheyear', 'worldwide', 'brooklynbridge', '6783218382', 'linkinbio', 'shakiraatily', 'goyfye', 'dubbullohradio', 'whitneygirl', 'radio', 'producer', 'songwriter']",29,4,0.39285714285714285,DS2,niche_only,evening,False
3377437603534431933,Image,83,Monday,20,27,5,2024,3833,0,False,False,[],177,0,0.04616588419405321,DS2,none,evening,False
3594123054058925965,Image,488,Saturday,19,22,3,2025,28588,5,True,False,"['powermix', 'novamutum', 'acidentedetransto', 'motoboy', 'agressao']",145,37,0.006366084857812445,DS2,niche_only,evening,True
3588339050912178619,Carousel,145,Friday,20,14,3,2025,89469,2,True,False,"['formuladrift!', 'driftmasters']",2760,17,0.031038336872694756,DS2,niche_only,evening,False
3494626044380478775,Carousel,635,Tuesday,13,5,11,2024,4337,26,False,False,"['spicevillage', 'spicevillagebahrain', 'juffairmall', 'asiancuisine', 'foodiedelights', 'bahrainfoodies', 'tasteofindia', 'indiancurries', 'visitustoday', 'indiancuisine', 'spicevillage', 'roccasalad', 'fresheats', 'healthyliving', 'saladlovers', 'crispandfresh', 'eatgreen', 'veggiedelight', 'healthychoices', 'saladgoals', 'tastethefreshness', 'nutritiousanddelicious', 'farmtotable', 'foodiefavorites', 'saladrecipe', 'healthyeating']",6,0,0.0013831258644536654,DS2,niche_only,afternoon,False
3437290625651230858,Image,412,Sunday,10,18,8,2024,306,19,False,False,"['bangkok', 'bangkokthailand', 'banrimnamrestaurant', 'vacation', 'photooftheday', 'photo', 'dailypost', 'travel', 'amateurphotography', 'travelphotography', 'chayophrayariver', 'color', 'vacationmode', 'ınstagood', 'everything_imaginable', 'asiatravel', 'magicalmoments', 'passionpassort', 'amazingthailand', 'chayophrayariver']",29,0,0.09446254071661238,DS2,niche_only,morning,True
3711388747239109199,Image,23,Sunday,14,31,8,2025,5699489,1,True,False,['ligue1mcdonalds'],11584,76,0.0020457970800896222,DS2,niche_only,afternoon,True
3484303387996692140,Reel,13,Tuesday,7,22,10,2024,148584,0,False,False,[],28108,180,0.190382609280883,DS2,none,morning,False
3791003113239674861,Image,10,Friday,11,19,12,2025,2060651,0,False,False,[],9524,43,0.0046427053185108405,DS2,none,morning,False
3718956704462283332,Image,52,Thursday,1,11,9,2025,42260,1,False,False,"['labubu', '隱藏版', '炒燶', '炒家', '頭條時事']",128,0,0.0030287972362225218,DS2,niche_only,night,False
3481987111865135686,Reel,677,Saturday,2,19,10,2024,3519259,3,True,False,"['galaxyzfllip6', 'galaxyzfold6', 'publicidad']",8261,74,0.0023683956286264726,DS2,niche_only,night,True
3792627284600360130,Carousel,572,Sunday,17,21,12,2025,271414,8,False,False,"['hyundai', 'hyundaipalisade', 'hyundaisantafe', 'carreview', 'carsofinstagram', 'cars', 'automotive', 'carconfections']",529,15,0.002004310741852882,DS2,niche_only,afternoon,True
3590663348749043039,Image,1162,Tuesday,1,18,3,2025,15535,0,False,False,[],13,0,0.0008367662203913491,DS2,none,night,False
3771732229772971936,Carousel,513,Saturday,21,22,11,2025,898788,0,True,False,[],3217,787,0.004454883181703381,DS2,none,evening,True
3612256765685141033,Image,922,Wednesday,20,16,4,2025,235673,0,True,False,[],101,13,0.00048371903561699635,DS2,none,evening,False
3493747148707415516,Carousel,104,Monday,7,4,11,2024,187638,4,True,False,"['rashidtheartist', 'hairtransformation', 'brunettehair', 'brownhair']",1535,16,0.008265872233384318,DS2,niche_only,morning,False
3629402280433633206,Reel,678,Saturday,12,10,5,2025,700157,7,True,False,"['indiapakistan', 'indiapakistantensions', 'indopakrelations', 'indopaktensions', 'aimim', 'owaisi', 'asaduddinowaisi']",26854,347,0.03884980247315606,DS2,niche_only,afternoon,True
3466540921480537286,Image,443,Friday,19,27,9,2024,50844,14,False,False,"['arch', 'weddingarch', 'canopy', 'chuppah', 'chuppa', 'mandap', 'weddingcanopy', 'weddingchuppah', 'weddingchuppa', 'weddingceremony', 'indianwedding', 'ceremonydecor', 'ceremonyideas', 'rentmywedding']",73,0,0.0014357360605762612,DS2,niche_only,evening,False
3305180785710450011,Carousel,624,Sunday,3,18,2,2024,146614,22,True,False,"['energyhealing', 'taylorswift', 'icespice', 'blm', 'toronto', 'torontolife', 'nailinspo', 'blackownedbusiness', 'blackgirlmagic', 'blackhistorymonth', 'usher', 'travel', 'travelphotography', 'viral', 'instalove', 'tiktok', 'explorepage', 'coldpressedjuice', 'organic', 'blm', 'blackhistory365', 'womenempowerment']",165,5,0.0011594993690959316,DS2,mixed,night,True
3439697953293031537,Carousel,591,Wednesday,18,21,8,2024,1170,13,False,False,"['plants', 'flower', 'garden', 'gardeninspiration', 'japan', 'photooftheday', 'newbuild', 'gardenstagram', 'plantstagram', 'newyearnewme', 'newyearnewme', 'knowledge', 'mastermind']",79,13,0.07856532877882152,DS2,niche_only,evening,False
1250732850522272081,Image,554,Sunday,13,15,5,2016,1711,25,False,False,"['louisvuitton', 'louisvuittonbag', 'louisvuittonmonogram', 'louisvuittonspeedy', 'louisvuittonwallet', 'louisvuittonbelt', 'louisvuittonbags', 'louisvuittonmalaysia', 'louisvuittonneverfull', 'louisvuittonpurse', 'louisvuittonhandbag', 'louisvuittonforsale', 'louisvuittonclutch', 'louisvuittonshoes', 'louisvuittonkeepall', 'louisvuittonmen', 'louisvuittonhandbags', 'louisvuittonreplica', 'louisvuittonluggage', 'louisvuittonstore', 'louisvuittonsunglasses', 'louisvuittonoutlet', 'louisvuittonoutletonline', 'shopsmall', 'womensfashion']",14,1,0.008761682242990653,DS2,niche_only,afternoon,True
3630282331219735498,Carousel,275,Sunday,17,11,5,2025,52905,2,False,False,"['familiaganadera', 'imagenesdemisubasta']",194,2,0.0037046837787774543,DS2,niche_only,afternoon,True
2455852910735579868,Image,212,Thursday,7,3,12,2020,698,20,False,False,"['love', 'promise', 'together', 'life', 'leave', 'argue', 'everything', 'risk', 'lovehim', 'loveher', 'couple', 'couplegoals', 'forever', 'mine', 'lifeline', 'missyou', 'hugs', 'kiss', 'instalove', 'loveislife']",10,0,0.01430615164520744,DS2,mixed,morning,False
3693056640397858354,Carousel,556,Wednesday,7,6,8,2025,6903,5,False,False,"['ecosocialism2025', 'ecosocialismnotbarbarism', 'ecosocialismconference', 'greenleft', 'agenda']",65,2,0.0097045191193511,DS2,niche_only,morning,False
3628149883874605044,Carousel,127,Thursday,18,8,5,2025,6953744,2,True,False,"['goldengoose', 'hausofdreamers']",123346,199,0.01776668543353258,DS2,niche_only,evening,False
3521453805223299795,Carousel,299,Thursday,13,12,12,2024,185498,0,False,False,[],22,0,0.00011859902209715416,DS2,none,afternoon,False
3651251981625596019,Image,221,Monday,15,9,6,2025,6604,3,True,False,"['neumáticosmdp', 'neumaticosmdp', 'neumaticosmardelplata']",5,0,0.000757002271006813,DS2,niche_only,afternoon,False
2333465462099127167,Image,963,Wednesday,10,17,6,2020,88283,6,True,False,"['morethanbanking', 'drivingchange', 'positiveimpact', 'mehralsbanking', 'veränderungvorantreiben', 'positiverbeitrag']",375,7,0.00432694485977074,DS2,niche_only,morning,False
3408517249843575810,Image,103,Tuesday,17,9,7,2024,105,9,False,False,"['barcelona', 'spain', 'summer', 'museum', 'drone', 'dji', 'photography', 'photooftheday', 'picoftheday']",22,1,0.2169811320754717,DS2,niche_only,afternoon,False
3583868897642097387,Carousel,138,Saturday,16,8,3,2025,355558,5,False,False,"['aajkiraat', 'ishqhai', 'uyiamma', 'peelings', 'nazariyekmaari']",173,1,0.0004893702592256138,DS2,niche_only,afternoon,True
2966321595604115095,Image,258,Monday,14,7,11,2022,9509,26,False,False,"['türkiye', 'makedonya', 'ermenistan', 'sırbistan', 'kazakistan', 'kosova', 'arnavutluk', 'gürcistan', 'kenya', 'almaya', 'ukraine', 'dubai', 'bulgaria', 'libya', 'azerbeycan', 'israel', 'bosnahersek', 'romanya', 'polonya', 'karadag', 'lübnan', 'cezair', 'ırak', 'kamerun', 'nijerya', 'kıbrıs', 'ürdün', 'hollanda']",1,0,0.00010515247108307045,DS2,niche_only,afternoon,False
3635240740820599283,Carousel,25,Sunday,13,18,5,2025,149377,1,True,False,['assos'],1379,51,0.009573029495641929,DS2,niche_only,afternoon,True
1932205181854794694,Image,287,Tuesday,19,11,12,2018,1308,24,False,False,"['gavinmcinnes', 'proudboys', 'joerogan', 'fucktrump🖕', 'fuckthegop', 'fuckthealtright', 'altright', 'trump', 'donaldtrump', 'notmypresident', 'cofveve', 'bluewave', 'draintheswamp', 'fakenews', 'maga', 'protrump', 'antitrump', 'familyvalues', 'gunrights', 'guncontrol', 'politics', 'nra', 'whitenationalism', 'shouldvevotedforhillary']",40,0,0.030557677616501147,DS2,niche_only,evening,False
3555731323999882199,Image,40,Tuesday,21,28,1,2025,1190706,0,True,False,[],495,1,0.0004165592374950345,DS2,none,evening,False
3503423867128119693,Image,249,Sunday,16,17,11,2024,330692,12,False,False,"['kanguva', 'kanguva', 'francis', 'kanguvablockbuster', 'suriya', 'suriyasivakumar', 'nadippinnayagan', 'suriyaism', 'anbaanafans', 'bobbydeol', 'dishapatani', 'mightyvaliantsaga']",4759,37,0.014502877291022186,DS2,niche_only,afternoon,True
3516089234329691319,Image,34,Thursday,3,5,12,2024,28735,2,False,False,"['itparithabangal', 'itmemes']",652,2,0.02275890868596882,DS2,niche_only,night,False
3583620139813449546,Image,211,Saturday,8,8,3,2025,226174,0,False,False,[],117,0,0.0005172985520061899,DS2,none,morning,True
3600504091063743723,Carousel,98,Monday,15,31,3,2025,112528,0,True,False,[],3047,77,0.027761732531169744,DS2,none,afternoon,False
3608916303776201519,Carousel,60,Saturday,5,12,4,2025,14068,0,False,False,[],239,6,0.01741417300447793,DS2,none,night,True
3690178985885160140,Image,424,Saturday,8,2,8,2025,757153,1,True,False,['dyfi'],846,47,0.001179416604812231,DS2,niche_only,morning,True
3610616626157986578,Image,100,Monday,13,14,4,2025,18006,2,False,False,"['life', 'journey']",22,0,0.0012217470983506415,DS2,niche_only,afternoon,False
3544451369392650155,Carousel,1023,Monday,6,13,1,2025,2011,13,False,False,"['dogmommonday', 'dogmom', 'dogmomlife', 'bordercolliesofaustralia', 'bordercolliesoftheworld', 'bordercollie', 'bordercolliesofinstagram', 'adventuredogsofficial', 'adventuredogs', 'travelwithdogs', 'travel', 'australia', 'southaustralia']",25,4,0.01441351888667992,DS2,niche_only,morning,False
3572394193298136061,Carousel,62,Thursday,20,20,2,2025,32644,4,False,False,"['steauabucuresti', 'meci', 'arenanationala', 'paok']",73,0,0.002236177056210752,DS2,niche_only,evening,False
